,depth,lat,lon,modtemp,obstemp,time
19814,[  2.   6.  10.  12.  14.  24.  28.  31.  52.  55.],39.010005103000005,-73.62414047,"[25.296144, 25.297134, 25.286509, 25.241241, 25.126377, 13.046097, 10.180647, 9.174017, 8.2982883, 8.2982883]","[ 24.24    22.4391  18.9051  15.6431  14.1649   8.915    7.8446   7.7087
   7.7767   7.25  ]",2011-07-11 20:00:00
19815,[  2.   5.   8.  11.  12.  20.  28.  32.  53.  55.],39.011935579999999,-73.613916320000001,"[25.159803, 25.163397, 25.165701, 25.164034, 25.153929, 17.082661, 10.058449, 8.7748289, 8.3331633, 8.3331633]","[ 24.35    23.1395  20.4626  15.9785  15.0407  10.5054   8.1525   7.7604
   7.6922   7.3   ]",2011-07-12 00:00:00
19818,[ 2.  3.  4.  5.  6.  7.  8.  8.  8.  8.],39.024558579000001,-73.653823610000003,"[23.672344, 23.673935, 23.674826, 23.675211, 23.675211, 23.675093, 23.674337, 23.674337, 23.674337, 23.674337]","[ 24.04    24.0226  23.9165  23.8416  23.7938  23.5206  23.17    23.17
  23.17    23.17  ]",2011-07-14 08:00:00
19819,[  2.   8.   9.  10.  13.  15.  17.  18.  23.  38.],39.027532066999996,-73.798714869999998,"[22.809391, 22.813694, 22.814184, 22.814796, 22.815947, 22.773317, 20.931679, 18.833612, 9.6014519, 8.2604675]","[ 22.2802  22.39    21.7314  21.6354  19.6872  18.8914  13.6092  11.9491
   9.1502   8.67  ]",2011-07-15 04:00:00
19820,[  2.  11.  12.  13.  14.  17.  20.  23.  28.  43.],39.025546030999998,-73.738515390000003,"[23.38055, 23.189459, 23.044081, 22.936783, 22.855335, 20.85944, 16.662338, 9.9427099, 8.6073208, 8.3186922]","[ 22.99    21.1882  20.1729  19.9012  17.4845  12.3222  10.3631   9.405
   8.9045   8.69  ]",2011-07-15 20:00:00
19821,[  2.   8.  11.  13.  14.  15.  16.  22.  25.  40.],39.039264191000001,-73.734158780000001,"[23.234949, 23.239384, 23.23123, 23.16032, 23.012171, 22.513853, 21.536182, 10.460575, 8.8052807, 8.3330765]","[ 22.87    21.6665  19.68    16.664   15.8085  13.938   13.648    9.8925
   8.9355   8.37  ]",2011-07-16 00:00:00
19822,[ 2.  3.  4.  5.  6.  6.  6.  6.  6.  6.],40.329664667999999,-73.739874619999981,"[21.671913, 21.667969, 21.654057, 21.560684, 21.440847, 21.440847, 21.440847, 21.440847, 21.440847, 21.440847]","[ 22.72    22.4657  22.1093  21.6395  21.1     21.1     21.1     21.1     21.1
  21.1   ]",2011-06-29 04:00:00
19823,[  2.   9.  11.  15.  17.  18.  21.  29.  36.  42.],40.329282241999998,-73.77604341,"[22.093346, 18.887945, 16.794542, 11.777732, 9.590126, 9.1389074, 8.522747, 8.34585, 8.34585, 8.34585]","[ 22.89    19.1848  17.7655  16.8738  16.0825  15.2033  13.671   12.842
  10.8701  10.33  ]",2011-06-29 20:00:00
19824,[  2.   3.   8.  12.  16.  18.  20.  23.  24.  27.],40.339236589999999,-73.76054877,"[21.689411, 21.691854, 21.243864, 16.192532, 10.787625, 9.0353174, 8.6389484, 8.4281425, 8.4012041, 8.3479395]","[ 23.54    23.2213  19.6257  17.6337  16.2692  16.2294  14.9844  14.7453
  13.7294  13.58  ]",2011-06-30 00:00:00
19825,[  2.   5.   7.  11.  17.  19.  20.  24.  25.  27.],40.371636178999999,-73.740924030000002,"[21.290585, 21.303913, 21.162312, 19.841473, 10.779871, 9.9432039, 9.6514168, 8.94592, 8.8078012, 8.7262564]","[ 21.37    20.7509  18.7976  17.0187  15.484   15.4142  14.455   13.4348
  12.65    12.65  ]",2011-07-01 00:00:00
19826,[  2.   5.   6.   7.   9.  10.  11.  17.  20.  24.],40.320339705999999,-73.701688009999998,"[20.605909, 20.618034, 20.62067, 20.616983, 20.265606, 19.924358, 18.099501, 10.248209, 9.072999, 8.5735664]","[ 21.32    20.8804  20.4409  19.7704  17.2225  16.6116  16.5818  14.4809
  13.87    13.87  ]",2011-07-01 08:00:00
19827,[  2.   5.   6.   7.   8.   9.  16.  18.  22.  24.],40.350943409999999,-73.755436320000001,"[21.926268, 21.696774, 21.541105, 21.35821, 21.138779, 20.426409, 11.964425, 10.551102, 9.3591099, 9.0945368]","[ 21.78    20.6954  19.1868  18.9502  17.4416  16.9782  14.8583  14.8188
  12.6891  11.92  ]",2011-07-02 20:00:00
19828,[  2.   4.   6.  10.  12.  14.  20.  22.  25.  27.],40.351266126999995,-73.746060209999982,"[21.09903, 21.039789, 20.91917, 20.428608, 18.421587, 13.781092, 10.024158, 9.4428453, 8.9474888, 8.8439817]","[ 22.24    22.0037  21.0753  17.1085  16.1801  15.6146  14.6524  14.5258
  13.8     13.8   ]",2011-07-03 16:00:00
19829,[  2.   4.   5.   9.  10.  11.  13.  14.  17.  26.],40.374794889999997,-73.746891349999999,"[21.620264, 21.423584, 21.09725, 19.659552, 19.23205, 18.661957, 14.925312, 13.600937, 10.868796, 8.8334017]","[ 22.24    21.7486  20.8282  19.1746  19.0576  18.2308  17.6458  16.6084
  15.688   14.44  ]",2011-07-04 16:00:00
19830,[  2.   4.   5.   6.   7.   9.  15.  18.  22.  25.],40.334909531000001,-73.687226140000007,"[21.274662, 21.36828, 21.398266, 21.404018, 21.342085, 20.324028, 11.920273, 10.401997, 9.2462397, 8.9763842]","[ 21.65    20.8712  19.8446  19.6464  18.5914  17.5365  16.34    16.0639
  14.8178  14.57  ]",2011-07-05 08:00:00
19831,[  2.   4.   5.   7.   8.  15.  19.  20.  24.  25.],40.344664750999996,-73.753653580000005,"[20.508331, 20.585646, 20.644363, 20.460049, 20.170933, 12.289153, 10.176286, 9.9337416, 9.0426798, 8.8077745]","[ 21.19    20.2279  19.553   17.8369  17.442   16.2573  14.8213  14.8213
  14.01    14.01  ]",2011-07-05 12:00:00
19832,[  2.   5.  11.  12.  17.  23.  24.  30.  31.  32.],40.365507478000005,-73.774746010000001,"[19.93795, 19.840332, 17.536671, 16.793018, 11.174065, 9.3165722, 9.1346502, 8.8062487, 8.8062487, 8.8062487]","[ 21.68    21.0891  18.541   18.4425  15.685   14.3309  13.617   13.1738
   9.7024   9.37  ]",2011-07-05 16:00:00
19833,[  2.   7.   8.   9.  11.  12.  14.  18.  19.  28.],40.415805540000001,-73.670304389999998,"[22.628408, 21.839605, 21.134373, 19.630489, 16.405262, 15.236079, 12.71946, 10.791744, 10.62526, 10.031167]","[ 22.63    20.7081  19.3953  18.8891  17.2074  16.9071  15.6287  15.0882
  14.6163  14.05  ]",2011-07-06 04:00:00
19834,[  2.   4.   7.   8.  10.  12.  13.  14.  19.  25.],40.359658171999996,-73.680804640000005,"[22.03957, 22.075756, 20.311623, 19.680933, 17.358175, 14.492665, 12.997629, 12.418867, 10.399852, 9.8980265]","[ 22.08    20.572   19.093   18.948   17.8967  17.2732  17.1862  16.7295
  15.4245  14.83  ]",2011-07-06 12:00:00
19835,[  2.   4.   9.  10.  14.  18.  20.  25.  27.  28.],40.321079292,-73.752943619999982,"[20.722458, 20.670731, 18.766687, 17.868006, 13.736854, 11.425914, 10.870712, 9.6036243, 9.4751873, 9.4654903]","[ 23.03    22.7377  19.5343  18.4869  16.5259  15.3322  14.236   13.0911
  10.8865  10.85  ]",2011-07-07 12:00:00
19836,[ 2.  3.  4.  5.  5.  5.  5.  5.  5.  5.],40.377398661999997,-73.719570320000003,"[22.00543, 21.988649, 21.965244, 21.860584, 21.860584, 21.860584, 21.860584, 21.860584, 21.860584, 21.860584]","[ 21.88    21.6678  21.5025  21.36    21.36    21.36    21.36    21.36
  21.36    21.36  ]",2011-07-08 04:00:00
19837,[  2.   4.   5.   6.   8.  11.  18.  20.  22.  24.],40.351410486999995,-73.751287930000004,"[21.091429, 20.942472, 20.716951, 20.601267, 20.108692, 16.813507, 11.496189, 10.961617, 10.38982, 10.076451]","[ 22.4     21.8576  21.2463  19.9289  18.448   17.2598  15.6756  14.9696
  13.79    13.9536]",2011-07-08 12:00:00
19838,[  2.   3.   8.  12.  13.  16.  17.  20.  22.  24.],40.400211251000002,-73.723729469999981,"[23.084265, 22.919781, 20.121145, 15.119899, 13.822154, 12.206548, 11.92765, 11.005569, 10.767905, 10.69397]","[ 22.65    21.521   20.7146  18.394   17.4084  16.6737  15.9658  15.3745
  14.2097  13.69  ]",2011-07-08 20:00:00
19839,[  2.   3.   5.   6.   7.   8.   9.  10.  10.  10.],40.35483533,-73.835324700000001,"[22.627464, 22.659895, 22.648129, 22.484917, 22.241611, 20.40028, 19.145288, 18.047773, 18.047773, 18.047773]","[ 22.25    22.2277  22.2277  22.1353  22.1353  21.9189  21.7782  21.63
  21.63    21.63  ]",2011-07-09 08:00:00
19840,[  2.   7.   9.  11.  12.  13.  14.  15.  21.  25.],40.381066324000003,-73.747142929999981,"[22.420429, 21.219984, 18.864368, 17.267319, 16.522522, 15.004719, 14.304478, 13.679725, 10.885317, 9.90837]","[ 22.02    21.1999  20.2964  20.0532  19.1844  19.0732  17.8987  17.7666
  15.2576  15.07  ]",2011-07-09 20:00:00
19841,[ 2.  3.  4.  5.  6.  6.],40.401520983000005,-73.745642140000001,"[24.111481, 24.112505, 24.112841, 24.114023, 24.115875, 24.115875]",[ 22.39    22.2096  21.9537  21.8856  21.85    21.85  ],2011-07-10 08:00:00
19842,[  2.   5.   6.   8.  11.  12.  14.  15.  19.  24.],40.394234195000003,-73.750692049999998,"[24.078543, 24.079023, 24.078411, 23.314499, 17.784533, 16.823324, 14.794895, 13.903038, 12.485014, 11.618258]","[ 22.09    21.0702  20.9593  20.346   18.7793  17.7668  16.9539  16.2888
  15.2469  14.7   ]",2011-07-10 12:00:00
19843,[  2.   4.   6.   8.  12.  14.  15.  18.  21.  23.],40.387822606999997,-73.743652789999999,"[24.368729, 24.368155, 24.321518, 23.591089, 16.86261, 14.789043, 13.887111, 12.719522, 12.115242, 11.776036]","[ 21.94    20.9671  20.8332  19.9449  17.7594  16.9627  16.9063  15.5245
  14.9676  14.89  ]",2011-07-10 16:00:00
19844,[  2.   3.   6.   7.  12.  13.  15.  16.  21.  24.],40.388049836,-73.727785659999981,"[24.770901, 24.774151, 24.771481, 24.725477, 19.022779, 16.815922, 14.791474, 14.348249, 12.688293, 12.179995]","[ 23.44    22.1793  20.8526  20.7208  18.0098  17.878   16.7491  16.6832
  15.2906  15.2   ]",2011-07-11 00:00:00
19845,[  2.   3.   4.   5.   7.  11.  15.  20.  23.  26.],40.339288013000001,-73.714184849999981,"[23.478041, 23.488976, 23.505978, 23.569452, 23.714642, 21.934275, 15.661107, 12.892282, 12.230035, 11.456045]","[ 22.5     22.5     22.198   21.5185  18.9439  17.3735  16.6034  15.3879
  15.033   14.95  ]",2011-07-11 12:00:00
19846,[  2.   5.   6.   7.   8.   9.  11.  12.  16.  24.],40.361904770999999,-73.610734239999999,"[23.418564, 23.410276, 23.40325, 23.368538, 23.307777, 22.363298, 18.959723, 15.994824, 13.087415, 12.092707]","[ 21.69    21.0894  20.5746  19.6704  18.0864  17.103   16.3308  15.7566
  15.09    15.1098]",2011-07-12 08:00:00
19847,[  2.   4.   7.  13.  14.  21.  25.  26.  27.  28.],40.321646989000001,-73.759582010000003,"[23.267113, 23.117132, 22.072651, 15.428466, 14.800217, 12.223644, 11.834612, 11.824719, 11.823837, 11.823921]","[ 22.45    21.2437  18.6946  16.3731  15.4854  13.0274  13.0274  12.538
  11.3773  11.07  ]",2011-07-12 20:00:00
19848,[ 2.  3.  4.  5.  6.  7.  8.  9.  9.  9.],40.374303327,-73.669774849999982,"[23.488031, 23.492834, 23.476154, 23.254278, 22.898619, 21.712452, 21.023596, 19.373377, 19.373377, 19.373377]","[ 22.66    22.6053  22.5141  21.7298  19.924   19.4589  18.1     18.1     18.1
  18.1   ]",2011-07-13 08:00:00
19849,[  2.   3.   6.   7.   8.   9.  11.  20.  24.  26.],40.342301845999998,-73.738099759999983,"[23.450275, 23.450642, 23.428976, 23.354057, 23.070137, 21.39609, 19.083071, 11.859346, 11.273558, 11.201742]","[ 23.78    23.4942  21.5767  20.4571  20.0403  18.8731  17.8369  14.9428
  12.0963  11.87  ]",2011-07-14 00:00:00
19850,[ 2.  3.  4.  5.  6.  7.  7.  7.  7.  7.],40.262125938000004,-73.785201979999982,"[21.46957, 21.470459, 21.470457, 21.469381, 21.466532, 21.459749, 21.459749, 21.459749, 21.459749, 21.459749]","[ 22.77    22.6638  22.5414  22.4142  22.266   22.17    22.17    22.17
  22.17    22.17  ]",2011-07-14 08:00:00
19851,[  2.   5.   7.  11.  21.  26.  27.  29.  34.  36.],40.303844561999995,-73.816304990000006,"[20.876305, 20.879013, 20.878019, 20.625843, 11.761178, 10.57834, 10.463339, 10.364784, 10.357085, 10.357085]","[ 21.6685  21.98    20.7469  17.5408  14.192   11.9465  10.8821   9.9605
   9.0389   9.    ]",2011-07-14 12:00:00
19852,[  2.   6.  10.  18.  20.  23.  27.  30.  35.  37.],40.409044590000001,-73.746950859999998,"[21.786354, 21.594433, 19.895166, 13.325488, 12.673039, 12.290809, 12.277271, 12.277271, 12.277271, 12.277271]","[ 20.83    20.3092  19.2459  14.4393  13.5496  11.4664  11.2928  10.4899
   9.98     9.98  ]",2011-07-14 20:00:00
19853,[  2.   6.   9.  15.  18.  19.  20.  21.  23.  25.],40.398795041999996,-73.699858320000004,"[21.647263, 21.646606, 21.132376, 14.110559, 12.720385, 12.671888, 12.594462, 12.545166, 12.423269, 12.409713]","[ 21.89    20.8087  19.6881  16.0608  14.95    14.9107  14.0555  13.7114
  12.06    12.06  ]",2011-07-15 00:00:00
19854,[  2.   8.   9.  11.  13.  14.  16.  22.  23.  26.],40.338191510999998,-73.746974030000004,"[21.368296, 21.137402, 20.955416, 20.614136, 18.133928, 16.814894, 14.126312, 11.679976, 11.497625, 11.191573]","[ 21.15    20.0645  19.672   18.4947  16.6911  16.0064  15.1213  13.5181
  12.8     12.9587]",2011-07-15 16:00:00
19855,[  2.   4.   5.   8.  10.  16.  18.  22.  23.  26.],40.363492076,-73.75318292,"[21.994057, 21.945339, 21.727018, 21.076288, 20.069214, 14.039965, 12.604344, 11.556281, 11.484241, 11.305422]","[ 21.18    21.18    20.6117  19.5835  18.3477  15.6958  14.6315  13.3236
  12.6471  12.16  ]",2011-07-15 20:00:00
19856,[ 2.  3.  4.  5.  6.  7.  7.  7.  7.  7.],40.368432055999996,-73.697533190000001,"[21.42202, 21.424349, 21.425814, 21.429934, 21.431974, 21.428339, 21.428339, 21.428339, 21.428339, 21.428339]","[ 21.64    21.64    21.6228  21.4349  21.3003  21.25    21.25    21.25
  21.25    21.25  ]",2011-07-16 04:00:00
19857,[ 2.  3.  4.  6.  7.  7.  7.  7.  7.  7.],40.352912394999997,-73.680610849999979,"[21.501333, 21.512043, 21.519804, 21.529879, 21.47629, 21.47629, 21.47629, 21.47629, 21.47629, 21.47629]","[ 21.6236  21.6236  21.65    21.65    21.59    21.59    21.59    21.59
  21.59    21.59  ]",2011-07-16 08:00:00
19861,[  2.   6.   8.  10.  11.  13.  16.  20.  23.  24.],37.60254836,-75.308186219999982,"[26.022373, 25.932848, 25.684847, 25.211086, 24.45356, 21.725559, 17.607101, 16.175112, 16.174997, 16.174997]","[ 24.64    23.683   22.777   21.08    19.8295  16.3332  14.1768  13.7302
  12.0714  11.88  ]",2011-08-20 16:00:00
19862,[  2.   5.   7.   9.  10.  13.  16.  23.  24.  25.],37.598525228,-75.322304340000002,"[26.069675, 26.067501, 26.053499, 25.936462, 25.545948, 21.909916, 18.138945, 16.762358, 16.762358, 16.762358]","[ 25.72    25.2614  24.0128  22.3184  20.3692  17.0695  15.2732  14.8273
  13.273   12.98  ]",2011-08-22 00:00:00
19874,[  2.   4.   9.  11.  12.  13.  16.  18.  20.  31.],37.020117333000002,-75.465078140000003,"[22.669197, 22.67029, 22.671144, 22.708235, 22.775417, 23.087288, 23.475739, 23.542488, 23.51823, 23.132811]","[ 21.31    20.8289  20.3078  20.1917  19.9195  19.795   19.7781  19.5207
  19.4131  19.2   ]",2011-09-24 12:00:00
19896,[  2.   7.  18.  22.  23.  24.  25.  28.  35.  53.],38.226706659999998,-74.289869760000002,"[27.501694, 27.458984, 25.926659, 21.068806, 18.602222, 18.602222, 16.44311, 13.602484, 9.8202658, 8.7876997]","[ 26.03    24.7123  16.3665  14.3811  13.0633  12.9931  11.6929  10.0413
   8.7938   8.46  ]",2011-08-01 00:00:00
19897,[ 2.  3.  4.  5.  6.  7.  8.  8.  8.  8.],38.175671827999999,-74.22650032,"[26.820753, 26.822451, 26.822451, 26.823591, 26.824331, 26.824331, 26.825016, 26.825016, 26.825016, 26.825016]","[ 26.4     26.3415  26.2834  26.2376  26.1615  26.1017  25.95    25.95
  25.95    25.95  ]",2011-08-01 08:00:00
19898,[  2.   3.   4.   5.   6.   7.   8.   9.  10.  11.],38.255059900999996,-74.124291130000003,"[26.659222, 26.659222, 26.660868, 26.660868, 26.661966, 26.662714, 26.662714, 26.663137, 26.663137, 26.663132]","[ 26.47    26.414   26.3667  26.113   25.8382  25.6737  25.5495  25.4672
  25.1575  24.72  ]",2011-08-02 04:00:00
19899,[  2.  12.  14.  15.  16.  18.  21.  27.  39.  64.],38.231295806999995,-74.147525970000004,"[26.551098, 26.556227, 26.5569, 26.557627, 26.557627, 26.562433, 26.564255, 21.06423, 9.4826565, 8.4977217]","[ 26.29    23.7121  21.9715  19.3279  18.9338  15.7812  13.2689  10.6417
   9.87    10.2477]",2011-08-02 08:00:00
19900,[  2.  12.  16.  19.  20.  21.  24.  31.  36.  65.],38.256498225000001,-74.19127358999998,"[26.454578, 26.45503, 26.450401, 26.415951, 26.292864, 25.809313, 21.287491, 12.549205, 9.4284306, 8.6604156]","[ 25.6     23.7487  20.7698  17.5384  15.7545  15.6198  12.5231   9.6115
   8.77     8.8878]",2011-08-02 12:00:00
19901,[  2.  10.  12.  16.  20.  21.  30.  35.  41.  58.],38.297582593000001,-74.180350009999998,"[27.32021, 27.09594, 26.929861, 26.518383, 26.326237, 25.942057, 15.599537, 11.512335, 9.6021509, 8.6248312]","[ 26.56    24.7135  23.6857  19.923   17.1184  17.0487  12.2756  10.4988
   9.1923   9.14  ]",2011-08-02 20:00:00
19902,[  2.   3.   4.   5.   6.   7.   8.   9.  10.  11.],38.309101781999999,-74.351296099999985,"[25.746658, 25.747656, 25.748362, 25.749067, 25.749353, 25.749353, 25.747805, 25.734228, 25.669662, 25.51643]","[ 26.37    26.2909  26.2579  26.2402  26.2166  26.193   26.134   26.0597
  25.708   25.19  ]",2011-08-03 04:00:00
19903,[  2.   3.   4.   5.   9.  10.  11.  12.  13.  13.],38.419544012999999,-74.406072120000005,"[25.484791, 25.485991, 25.486925, 25.487728, 25.498354, 25.500319, 25.500626, 25.501219, 25.491186, 25.491186]","[ 25.66    25.6379  25.6306  25.6232  25.6232  25.5864  24.7566  24.107
  23.82    23.82  ]",2011-08-05 08:00:00
19904,[  2.   9.  11.  13.  15.  18.  20.  22.  31.  43.],38.418962368000003,-74.335514509999982,"[25.881849, 25.88088, 25.867496, 25.822828, 25.747442, 24.325996, 20.312246, 15.228795, 9.1379309, 8.9346428]","[ 24.52    23.9472  23.1995  20.5266  16.8991  12.9693  11.2829  10.2169
   8.8486   8.61  ]",2011-08-05 16:00:00
19905,[  2.   4.   7.   9.  10.  12.  17.  20.  26.  45.],38.448982852,-74.29319590999998,"[26.115845, 26.119286, 26.120129, 26.117929, 26.114141, 26.106079, 25.536655, 20.445982, 11.387924, 8.9725904]","[ 25.35    24.2452  23.9154  23.1403  22.2334  18.6221  12.158   10.2122
   9.1733   8.86  ]",2011-08-05 20:00:00
19906,[  2.   6.   9.  14.  15.  16.  18.  19.  25.  44.],38.461266958000003,-74.249291659999983,"[25.982935, 25.985592, 25.988634, 25.990801, 25.984732, 25.950621, 25.768026, 25.047182, 14.122687, 8.9213963]","[ 25.09    24.6302  22.0523  15.9441  15.8127  13.6781  12.9064  11.3629
   9.3104   8.67  ]",2011-08-06 00:00:00
19907,[  2.   9.  11.  13.  15.  17.  19.  21.  35.  55.],38.488345305999999,-74.20942565999998,"[25.693089, 25.684679, 25.666515, 25.618887, 25.562132, 25.031443, 23.957352, 19.416245, 8.9727249, 8.9287043]","[ 24.34    23.8299  22.9532  20.1478  15.7643  13.0226  10.8229   9.9621
   8.5116   8.4   ]",2011-08-06 16:00:00
19908,[  2.   3.   4.   5.   6.   7.   8.   9.  10.  10.],38.472065358000002,-74.234870220000005,"[25.908939, 25.909525, 25.909952, 25.909952, 25.910282, 25.910542, 25.910732, 25.910732, 25.910837, 25.910837]","[ 25.84    25.815   25.8026  25.8002  25.748   25.6224  25.2464  25.0748
  25.06    25.06  ]",2011-08-08 04:00:00
19909,[  2.   3.   4.   5.   7.   8.   9.  10.  11.  12.],38.476472532999999,-74.239077530000003,"[25.83395, 25.834887, 25.835592, 25.835592, 25.836657, 25.83707, 25.83707, 25.8374, 25.837612, 25.837591]","[ 25.71    25.6922  25.6922  25.6834  25.6401  25.5002  25.2005  24.8475
  24.6     24.6   ]",2011-08-08 08:00:00
19910,[  2.   8.  10.  13.  16.  20.  21.  22.  31.  49.],38.461989354000004,-74.229155899999981,"[25.649343, 25.649651, 25.648708, 25.639671, 25.585415, 22.7048, 20.283749, 20.283749, 10.559134, 8.9152403]","[ 25.64    25.4286  24.5299  20.1778  14.5042  10.5749  10.5749   9.6763
   8.2138   8.02  ]",2011-08-08 12:00:00
19911,[  2.   9.  11.  13.  14.  17.  19.  22.  30.  50.],38.440050869000004,-74.236697320000005,"[25.90612, 25.846464, 25.742678, 25.678471, 25.610655, 25.425837, 23.507275, 16.469446, 9.941288, 9.0402308]","[ 24.94    24.5291  23.519   21.1051  17.8866  13.5894  11.4323   9.7546
   8.6246   7.82  ]",2011-08-08 16:00:00
19912,[  2.   8.  10.  12.  15.  19.  22.  34.  36.  48.],38.424069900999996,-74.249222950000004,"[26.712585, 26.683058, 26.540264, 26.41959, 26.010334, 24.727297, 20.25312, 9.5402641, 9.2405643, 8.8625727]","[ 24.86    23.8688  22.8104  20.3072  13.7216   9.824    8.1776   8.06
   8.7152   8.1776]",2011-08-08 20:00:00
19913,[  2.  13.  14.  15.  18.  19.  22.  26.  36.  42.],38.266193325000003,-74.426399889999999,"[25.96969, 25.950966, 25.930317, 25.851227, 24.211906, 24.211906, 16.715282, 11.74826, 10.001672, 9.9848042]","[ 26.28    24.7723  23.8885  22.0515  15.1195  13.6291  11.1162   9.6952
   8.95     9.2793]",2011-08-11 16:00:00
19914,[  2.   8.  10.  14.  15.  16.  18.  19.  23.  24.],38.288344463000001,-74.49614579,"[26.09399, 26.101891, 26.103647, 26.106543, 26.110912, 26.071606, 25.052441, 23.486195, 14.524909, 13.592916]","[ 26.28    26.1707  25.5833  21.5536  19.5183  19.2041  17.0595  16.7863
  12.8249  12.62  ]",2011-08-12 08:00:00
19915,[  2.  12.  13.  15.  16.  17.  18.  21.  23.  37.],38.328394954000004,-74.42051361,"[26.297037, 26.298075, 26.288715, 26.215113, 25.977957, 25.12715, 23.559912, 16.786285, 15.373693, 10.771482]","[ 26.09    24.5812  23.5533  20.287   17.9492  16.656   14.5669  11.7151
  10.7369   9.51  ]",2011-08-12 16:00:00
19916,[  2.   6.  12.  15.  16.  17.  19.  23.  29.  39.],38.361194075,-74.434470950000005,"[26.53758, 26.542656, 26.546144, 26.348959, 26.011089, 25.16577, 20.841202, 15.046224, 11.299994, 10.678338]","[ 26.17    26.0361  22.9392  14.6696  14.3516  12.6441  11.5225  10.1498
   9.43     9.7481]",2011-08-13 00:00:00
19917,[  2.   3.   4.   5.   6.   7.   8.  10.  10.  10.],38.366597471999995,-74.394456669999983,"[26.293335, 26.294764, 26.295984, 26.297077, 26.298079, 26.299015, 26.299889, 26.301401, 26.301401, 26.301401]","[ 26.42    26.3509  26.3052  26.2931  26.2904  26.2319  26.2198  26.2     26.2
  26.2   ]",2011-08-13 04:00:00
19918,[  2.  12.  14.  16.  17.  18.  19.  22.  29.  43.],38.363056505000003,-74.342853120000001,"[26.497105, 26.494738, 26.409994, 26.238306, 25.877628, 25.261778, 24.028559, 18.15675, 11.653983, 10.138453]","[ 26.08    25.4604  23.7739  17.6987  17.1652  14.5321  14.119   11.2966
   9.4723   8.87  ]",2011-08-14 00:00:00
19919,[ 2.  3.  4.  5.  9.  9.],38.346916508,-74.30052766,"[26.306822, 26.308914, 26.310837, 26.310837, 26.316704, 26.316704]",[ 26.23    26.2036  26.2036  26.2     26.2     26.2125],2011-08-14 04:00:00
19920,[  2.  11.  12.  13.  15.  16.  18.  19.  21.  23.],38.317091685999998,-74.287254840000003,"[26.181227, 26.185747, 26.186634, 26.187883, 26.188728, 26.189692, 26.191748, 26.191765, 26.118679, 23.556446]","[ 26.07   25.77   24.885  23.175  23.01   20.115  16.065  15.645  11.82
  11.07 ]",2011-08-14 08:00:00
19921,[  2.  11.  14.  17.  19.  20.  21.  22.  23.  24.],38.249525276,-74.325490560000006,"[26.03838, 26.046553, 26.048189, 26.038319, 25.900869, 25.476974, 24.325548, 22.304214, 22.304214, 20.081583]","[ 25.93    25.7523  23.9455  21.9757  16.111   15.1187  12.5121  12.3344
  11.3421  11.12  ]",2011-08-16 08:00:00
19922,[  2.  13.  16.  17.  19.  20.  21.  23.  34.  49.],38.249745370999996,-74.322497709999979,"[25.89385, 25.905342, 25.908222, 25.846529, 25.376062, 23.91984, 21.611454, 19.269426, 10.816237, 9.930418]","[ 25.77    23.9023  17.1186  16.8543  13.4536  13.2598  11.3216  10.1411
   8.6257   8.15  ]",2011-08-16 12:00:00
19923,[ 2.  3.  5.  6.  6.],38.148276215000003,-74.365223220000004,"[25.558023, 25.558817, 25.560104, 25.560682, 25.560682]",[ 25.87    25.84    25.84    25.8476  25.8502],2011-08-17 08:00:00
19924,[  2.   8.  13.  14.  18.  19.  20.  22.  30.  42.],38.121580235000003,-74.34191208999998,"[26.482914, 26.376001, 25.927629, 25.83634, 25.560095, 25.319872, 25.319872, 22.889595, 13.427784, 10.463403]","[ 25.1262  25.74    24.6658  23.5917  13.8902  13.3617  11.759   10.8894
   9.2867   8.69  ]",2011-08-17 20:00:00
19925,[  2.  13.  15.  16.  17.  20.  22.  24.  28.  46.],38.139519319000001,-74.356347720000002,"[26.319576, 25.740154, 25.626986, 25.498699, 25.286104, 22.202175, 19.999363, 16.365459, 13.279315, 10.801853]","[ 25.91    24.5892  23.0748  20.7855  19.4119  13.4773  11.4698  10.2195
   9.1277   8.3   ]",2011-08-18 00:00:00
19926,[ 2.  3.  4.  5.  7.],38.129519316,-74.334599330000003,"[26.259302, 26.259748, 26.260103, 26.260103, 26.260674]",[ 25.9     25.858   25.8529  25.85    25.85  ],2011-08-18 08:00:00
19927,[  2.  13.  16.  17.  18.  19.  20.  23.  26.  45.],38.134109350000003,-74.336268129999979,"[26.230911, 26.235609, 26.247778, 26.315845, 26.315845, 26.070503, 24.113874, 19.39283, 16.436918, 10.396939]","[ 25.8     24.0645  19.8047  17.6135  14.3179  13.827   11.8987  11.0047
   9.0238   8.27  ]",2011-08-18 12:00:00
19928,[  2.  12.  15.  17.  18.  21.  22.  24.  26.  45.],38.197241713000004,-74.291889909999981,"[26.447924, 26.465244, 26.470991, 26.477304, 26.483643, 24.933268, 22.489395, 20.151365, 16.677017, 10.431832]","[ 24.64    23.4642  21.328   17.8835  17.6848  13.9754  13.9091  11.0608
   9.7029   8.08  ]",2011-08-19 00:00:00
